respondent_id,age_group,gender,region,education_level,employment_status,income_band,weekly_behaviour_frequency,monthly_spend,previous_action_attempts,engagement_minutes_monthly,awareness_score,trust_score,confidence_score,change_intention_score,perceived_social_norm_score,service_satisfaction_score,motivation_health,motivation_financial,motivation_social,motivation_convenience,barrier_cost,barrier_time,barrier_habit,barrier_low_confidence,barrier_information,used_digital_tool,sought_support,recent_positive_action,would_recommend_service,preferred_information_channel,preferred_support_type,open_feedback,synthetic_true_segment,survey_weight_seed
R01593,60+,Female,North,Secondary,Retired,Prefer not to say,7,,0,27,2,,3,2,3,2,2,2,2,2,5,5,5,4,4,Yes,No,Yes,No,Social media,Self-guided tools,Digital tools are convenient.,Habit-Driven and Resistant,0.9655
R01594,45-59,Male,East,Postgraduate,Self-employed,Lower-middle,6,100.41,1,49,3,2,1,2,2,3,2,3,2,3,5,4,4,5,5,Yes,Yes,No,No,Community organisation,,Cost is the main issue for me.,Habit-Driven and Resistant,1.1658
R01595,45-59,Male,West,,Employed,,7,,0,47,3,2,3,2,3,1,2,1,2,2,5,3,5,5,3,Yes,No,No,No,Social media,No support,Personal advice would be useful.,Habit-Driven and Resistant,0.9912
R01596,45-59,Female,East,Postgraduate,Employed,,4,103.88,2,59,4,3,1,4,4,2,5,4,3,2,3,2,2,5,1,Yes,Yes,No,No,Search engine,Digital coaching,,Interested but Uncertain,1.1877
R01597,60+,Male,North,Postgraduate,Employed,Upper-middle,6,128.38,3,34,3,4,1,,4,2,2,3,4,4,3,3,3,4,3,No,Yes,,No,Search engine,Self-guided tools,Digital tools are convenient.,Interested but Uncertain,0.9106
R01598,30-44,Male,South,Vocational,Self-employed,Lower-middle,5,134.17,0,42,2,2,3,2,1,2,3,4,2,1,3,3,5,4,4,Yes,No,No,No,Healthcare professional,No support,I need more confidence before taking action.,Habit-Driven and Resistant,1.1835
R01599,30-44,Male,Central,Undergraduate,Self-employed,Lower-middle,5,121.1,1,22,2,2,1,1,2,3,2,1,2,2,5,4,4,3,3,No,Yes,No,No,Healthcare professional,Digital coaching,I am satisfied with the available options.,Habit-Driven and Resistant,0.7907
R01600,45-59,Male,North,Vocational,Employed,Lower-middle,5,,2,61,4,5,4,4,3,4,4,5,3,4,3,1,3,1,3,Yes,Yes,Yes,No,Social media,One-to-one support,Digital tools are convenient.,Engaged and Confident,1.1168
R01601,18-29,Female,West,Secondary,Student,,6,95.46,0,37,4,2,2,1,2,1,1,1,2,1,,5,5,3,5,Yes,No,Yes,No,Social media,Digital coaching,,Habit-Driven and Resistant,0.8543
R01602,45-59,Female,North,Undergraduate,Self-employed,Low,4,98.0,,64,4,5,1,3,2,2,5,4,3,3,4,3,3,4,3,No,Yes,Yes,No,Community organisation,Group support,Digital tools are convenient.,Interested but Uncertain,0.8907
R01603,30-44,Male,West,Secondary,Self-employed,Upper-middle,2,69.05,1,51,5,5,5,4,3,2,1,4,4,5,2,2,3,2,3,Yes,Yes,No,Yes,Email,One-to-one support,I am satisfied with the available options.,Engaged and Confident,0.9276
R01604,45-59,Male,South,Undergraduate,Student,Low,6,110.72,1,8,2,2,1,4,4,3,3,5,4,3,2,3,2,4,2,Yes,Yes,No,No,Social media,Digital coaching,,Interested but Uncertain,1.2881
R01605,30-44,Male,South,Vocational,Employed,Lower-middle,6,124.38,1,32,3,4,3,2,3,,4,3,2,3,3,4,4,4,2,No,Yes,No,Yes,Email,Self-guided tools,,Interested but Uncertain,0.9711
R01606,60+,Male,West,Undergraduate,Self-employed,High,7,109.09,3,38,3,3,2,3,1,3,1,2,1,3,4,,4,3,3,No,No,No,No,Community organisation,Group support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.8954
R01607,30-44,Male,Central,Undergraduate,Employed,Lower-middle,3,110.78,1,49,3,3,2,2,2,3,3,1,3,2,5,3,4,4,5,No,No,No,Yes,Community organisation,,Personal advice would be useful.,Habit-Driven and Resistant,0.954
R01608,60+,Male,Central,Postgraduate,Employed,Low,4,99.22,3,49,3,3,4,3,5,3,5,5,5,5,2,1,3,1,1,Yes,No,No,No,Healthcare professional,Self-guided tools,,Ready for Change,0.9029
R01609,,Female,Central,Undergraduate,Employed,Upper-middle,4,101.04,,74,4,5,5,4,4,5,3,2,4,1,2,2,3,1,1,No,Yes,Yes,Yes,Social media,One-to-one support,I prefer flexible support that fits my routine.,Engaged and Confident,0.7344
R01610,30-44,Female,North,Postgraduate,Employed,Upper-middle,5,85.88,1,18,3,2,3,3,2,3,3,1,1,3,4,4,5,5,3,Yes,No,Yes,No,Email,One-to-one support,Cost is the main issue for me.,Habit-Driven and Resistant,0.9871
R01611,30-44,Female,West,Secondary,Employed,Low,7,130.57,2,37,,3,2,3,3,3,3,4,5,4,2,3,5,4,3,Yes,Yes,No,No,Email,One-to-one support,Digital tools are convenient.,Interested but Uncertain,1.026
R01612,60+,Male,South,Vocational,Retired,Upper-middle,2,123.81,1,45,5,4,5,5,4,3,5,4,5,3,,2,2,1,2,Yes,Yes,Yes,No,Social media,One-to-one support,,Ready for Change,0.9863
R01613,30-44,Male,West,Secondary,Unemployed,Upper-middle,5,95.88,3,47,4,4,4,5,3,4,3,3,5,4,2,3,,1,1,Yes,No,Yes,Yes,Community organisation,Digital coaching,,Engaged and Confident,1.2144
R01614,45-59,Female,South,Undergraduate,Employed,Lower-middle,6,86.76,0,66,5,4,2,3,5,4,3,4,4,4,3,3,4,3,2,Yes,Yes,Yes,Yes,Email,No support,I am satisfied with the available options.,Interested but Uncertain,1.0509
R01615,30-44,Female,Central,Postgraduate,Employed,Low,3,107.85,1,65,3,3,3,5,3,2,5,4,5,3,4,3,3,3,3,,Yes,No,No,Email,Digital coaching,Personal advice would be useful.,Interested but Uncertain,1.0946
R01616,18-29,Female,North,Secondary,Employed,Prefer not to say,6,91.01,1,11,2,,2,2,2,4,4,2,2,1,4,4,5,5,3,No,No,Yes,Yes,Friends or family,One-to-one support,,Habit-Driven and Resistant,0.9382
R01617,18-29,Male,North,Secondary,Retired,High,4,79.38,1,64,5,3,3,4,5,4,2,4,3,4,1,3,2,2,2,Yes,Yes,No,Yes,Healthcare professional,Self-guided tools,Clearer information would help.,Engaged and Confident,0.9361
R01618,18-29,Prefer not to say,North,Secondary,Retired,Lower-middle,6,115.12,0,16,1,3,2,1,2,3,3,3,2,,4,5,4,5,4,No,Yes,No,No,Social media,Group support,Personal advice would be useful.,Habit-Driven and Resistant,1.0548
R01619,60+,Male,Central,Undergraduate,Self-employed,Upper-middle,6,106.74,3,46,3,4,4,4,3,3,4,5,3,4,3,2,2,1,1,No,Yes,No,Yes,Healthcare professional,One-to-one support,Cost is the main issue for me.,Engaged and Confident,1.0415
R01620,30-44,Female,Central,Secondary,Employed,Lower-middle,3,78.42,4,65,,3,2,3,3,4,4,4,2,4,3,2,4,3,2,Yes,No,No,No,Email,Digital coaching,I need more confidence before taking action.,Interested but Uncertain,1.2981
R01621,18-29,Female,East,Vocational,Employed,Upper-middle,3,60.53,1,50,4,4,3,5,5,3,5,5,4,5,2,2,4,2,2,Yes,Yes,Yes,Yes,Community organisation,One-to-one support,,Ready for Change,0.8584
R01622,30-44,Female,North,Secondary,Student,Lower-middle,5,127.46,0,15,2,3,2,2,2,2,1,1,2,1,5,4,,4,4,Yes,No,No,Yes,Social media,No support,I am satisfied with the available options.,Habit-Driven and Resistant,0.9668
R01623,45-59,Female,East,Vocational,Self-employed,Lower-middle,5,,1,39,2,3,4,2,1,3,2,2,3,2,5,3,5,4,4,Yes,No,No,No,Search engine,Self-guided tools,Personal advice would be useful.,Habit-Driven and Resistant,0.9472
R01624,60+,Male,West,Vocational,Employed,Lower-middle,6,,1,22,3,1,1,2,2,4,2,1,2,2,3,5,4,5,4,No,Yes,Yes,No,Social media,Self-guided tools,Personal advice would be useful.,Habit-Driven and Resistant,0.8715
R01625,45-59,Female,,Undergraduate,Employed,Lower-middle,5,57.5,3,70,4,2,2,4,4,3,4,3,3,4,2,2,3,4,5,No,Yes,No,No,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,0.7562
R01626,60+,Female,Central,Postgraduate,Self-employed,Low,2,85.31,4,54,2,2,4,4,3,2,4,2,3,5,2,4,3,3,1,No,Yes,No,No,Social media,Digital coaching,Clearer information would help.,Interested but Uncertain,1.1485
R01627,18-29,Male,South,Postgraduate,Student,,3,102.85,0,65,4,3,2,3,3,3,3,3,4,3,2,2,3,4,3,Yes,Yes,Yes,No,Email,Digital coaching,,Interested but Uncertain,0.809
R01628,18-29,Female,West,Secondary,Employed,Upper-middle,4,132.48,0,32,3,3,2,2,3,4,5,5,4,3,4,5,3,4,3,No,Yes,No,Yes,Friends or family,One-to-one support,,Interested but Uncertain,1.0969
R01629,18-29,Male,East,Undergraduate,Unemployed,High,5,79.01,3,68,3,3,2,4,3,3,2,4,2,2,3,1,4,4,3,Yes,Yes,No,Yes,Social media,One-to-one support,I need more confidence before taking action.,Interested but Uncertain,1.2113
R01630,30-44,Female,East,Secondary,Student,Upper-middle,4,66.41,1,66,5,5,5,4,5,2,2,5,3,5,1,3,2,1,1,Yes,Yes,No,No,Healthcare professional,One-to-one support,I prefer flexible support that fits my routine.,Ready for Change,1.0719
R01631,18-29,Male,Central,Vocational,,Low,6,93.61,3,29,3,4,5,4,3,4,4,2,3,3,3,3,4,1,1,No,Yes,Yes,No,Search engine,Digital coaching,I prefer flexible support that fits my routine.,Engaged and Confident,0.8394
R01632,45-59,Female,Central,Postgraduate,Retired,Low,4,102.11,0,56,4,3,3,3,4,3,4,5,4,3,4,5,4,3,3,Yes,Yes,No,No,Social media,Self-guided tools,,Interested but Uncertain,1.1011
R01633,45-59,Female,Central,,Retired,,6,77.54,5,65,3,4,4,3,4,5,5,3,4,5,2,2,2,1,2,Yes,No,Yes,No,Search engine,One-to-one support,I need more confidence before taking action.,Engaged and Confident,0.7531
R01634,18-29,Male,Central,Undergraduate,Unemployed,Upper-middle,5,94.0,1,40,4,4,3,4,1,4,4,3,1,3,3,1,3,4,4,No,Yes,No,No,Social media,One-to-one support,I am satisfied with the available options.,Interested but Uncertain,0.7609
R01635,45-59,Female,West,Undergraduate,Employed,Upper-middle,3,124.08,3,75,4,2,4,4,5,2,3,5,5,5,2,1,4,2,2,Yes,Yes,No,No,Email,Digital coaching,Digital tools are convenient.,Ready for Change,0.8998
R01636,30-44,Male,West,Secondary,Unemployed,Prefer not to say,5,84.21,1,53,3,2,1,1,1,2,3,1,1,2,3,4,4,3,5,No,No,No,No,Friends or family,Digital coaching,Personal advice would be useful.,Habit-Driven and Resistant,1.0496
R01637,30-44,Female,East,Undergraduate,Employed,Upper-middle,3,105.32,2,27,4,5,4,4,4,1,4,5,5,5,2,1,3,1,1,Yes,Yes,Yes,Yes,Email,Digital coaching,Personal advice would be useful.,Ready for Change,1.148
R01638,45-59,Male,East,Undergraduate,Employed,Low,2,110.04,3,80,4,4,4,5,5,3,2,4,3,5,2,2,2,2,1,No,No,No,Yes,Friends or family,Self-guided tools,Personal advice would be useful.,Engaged and Confident,0.8436
R01639,30-44,Female,South,Vocational,Retired,High,5,124.49,1,41,4,3,3,4,5,4,5,3,4,5,2,1,,3,1,Yes,No,Yes,Yes,Healthcare professional,,I am satisfied with the available options.,Ready for Change,1.0243
R01640,45-59,Male,West,,Retired,High,5,94.96,1,8,3,4,4,1,3,,1,2,2,3,5,5,4,3,,No,No,No,Yes,Social media,One-to-one support,I need more confidence before taking action.,Habit-Driven and Resistant,1.2125
R01641,18-29,Male,North,Undergraduate,Self-employed,High,5,118.82,4,51,3,3,4,5,3,4,5,5,5,5,2,1,3,2,1,Yes,Yes,Yes,No,Friends or family,Group support,,Ready for Change,1.1088
R01642,30-44,Female,East,Undergraduate,Retired,Upper-middle,7,82.29,3,40,5,4,2,3,3,3,4,4,4,4,3,4,2,3,2,Yes,Yes,No,No,Social media,Group support,,Interested but Uncertain,0.8151
R01643,60+,Male,West,Secondary,Employed,Low,4,94.78,3,69,,4,4,4,5,3,4,2,4,3,1,3,3,2,3,Yes,Yes,Yes,Yes,Email,One-to-one support,,Engaged and Confident,0.9058
R01644,60+,Female,South,Undergraduate,Unemployed,High,6,124.67,0,42,2,3,1,2,3,2,3,1,2,1,5,3,4,3,5,No,Yes,No,No,Healthcare professional,Group support,,Habit-Driven and Resistant,0.9491
R01645,45-59,Female,East,Undergraduate,Retired,Low,5,72.44,4,66,4,3,5,4,2,4,2,5,3,2,2,1,5,3,1,Yes,Yes,No,Yes,Friends or family,Self-guided tools,I prefer flexible support that fits my routine.,Engaged and Confident,1.0065
R01646,30-44,Male,South,Secondary,Self-employed,Low,5,101.4,5,52,3,,3,5,4,3,5,4,5,4,1,1,4,1,2,Yes,Yes,Yes,No,Search engine,One-to-one support,I prefer flexible support that fits my routine.,Ready for Change,1.0525
R01647,30-44,Male,Central,Secondary,Employed,,3,63.81,1,36,4,3,5,3,4,4,3,4,4,5,1,2,4,1,3,No,Yes,No,No,Social media,Self-guided tools,Digital tools are convenient.,Engaged and Confident,0.9031
R01648,60+,Male,West,Undergraduate,Employed,Low,4,98.24,1,53,4,5,2,3,3,3,4,3,2,3,4,1,4,4,3,Yes,No,No,Yes,Community organisation,Self-guided tools,Clearer information would help.,Interested but Uncertain,1.0934
R01649,45-59,Male,East,Secondary,Employed,Lower-middle,4,120.71,2,39,4,5,2,4,5,3,5,4,4,4,3,2,4,2,3,Yes,Yes,No,No,Email,Group support,Personal advice would be useful.,Interested but Uncertain,0.9485
R01650,,Female,Central,Vocational,Employed,Low,3,98.54,5,79,3,3,5,4,4,4,3,3,3,3,2,1,1,2,1,Yes,Yes,No,No,Friends or family,No support,I am satisfied with the available options.,Engaged and Confident,1.177
R01651,18-29,Male,East,Undergraduate,Employed,Upper-middle,3,77.08,3,42,4,2,5,4,5,3,4,4,4,3,,2,3,3,1,Yes,No,No,,Social media,No support,Clearer information would help.,Engaged and Confident,1.0119
R01652,45-59,Female,Central,Secondary,Employed,Upper-middle,2,80.61,4,48,4,3,2,4,2,2,3,,4,3,2,3,4,3,1,Yes,Yes,Yes,No,Email,Digital coaching,Clearer information would help.,Interested but Uncertain,0.9885
R01653,30-44,Female,,Undergraduate,Student,Lower-middle,5,105.11,2,41,2,4,3,3,5,4,3,2,2,3,2,3,3,5,3,No,Yes,No,No,Email,Digital coaching,I prefer flexible support that fits my routine.,Interested but Uncertain,0.723
R01654,60+,Male,East,Secondary,Employed,Low,4,108.12,2,36,4,3,2,2,3,3,3,4,3,3,1,3,3,4,4,Yes,Yes,No,No,Email,Group support,I prefer flexible support that fits my routine.,Interested but Uncertain,0.7361
R01655,45-59,Female,East,Vocational,Self-employed,Lower-middle,2,70.41,1,55,3,3,2,4,,5,4,3,4,5,2,4,4,4,3,Yes,Yes,No,Yes,Friends or family,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,1.2335
R01656,18-29,Female,North,Vocational,Self-employed,High,,149.39,0,68,3,2,3,2,1,3,3,2,3,1,5,3,5,4,5,No,No,No,No,Social media,One-to-one support,Cost is the main issue for me.,Habit-Driven and Resistant,0.7539
R01657,45-59,Female,East,Vocational,Retired,Upper-middle,5,132.2,0,50,2,1,2,1,3,2,3,2,1,3,5,4,4,3,4,No,Yes,No,No,Friends or family,Self-guided tools,,Habit-Driven and Resistant,0.7306
R01658,,Female,Central,Vocational,Employed,Lower-middle,7,86.05,0,55,3,3,1,3,3,1,4,5,3,2,1,3,3,3,3,Yes,Yes,No,No,Search engine,No support,I need more confidence before taking action.,Interested but Uncertain,0.9297
R01659,60+,Female,South,Postgraduate,Employed,Upper-middle,4,83.99,2,46,4,4,3,3,3,2,4,3,4,3,2,2,3,4,3,Yes,Yes,No,No,Search engine,One-to-one support,Cost is the main issue for me.,Interested but Uncertain,0.9372
R01660,60+,Female,North,Secondary,Employed,Upper-middle,6,,1,30,3,2,3,2,3,4,3,2,2,1,4,4,4,3,4,No,Yes,Yes,No,Healthcare professional,One-to-one support,Digital tools are convenient.,Habit-Driven and Resistant,0.8049
R01661,60+,Female,West,Secondary,Employed,Upper-middle,3,89.33,1,56,5,4,4,4,,4,5,5,2,3,1,3,4,1,1,Yes,Yes,No,Yes,Community organisation,Group support,Digital tools are convenient.,Engaged and Confident,1.075
R01662,45-59,Female,North,Postgraduate,Employed,High,7,143.46,1,60,3,2,2,2,2,,2,2,2,1,5,4,5,4,3,No,Yes,,Yes,Friends or family,Self-guided tools,I need more confidence before taking action.,Habit-Driven and Resistant,0.899
R01663,18-29,Male,West,Secondary,Student,Low,5,91.45,0,52,3,,2,1,3,1,2,2,1,3,4,4,5,4,4,No,No,No,No,Search engine,One-to-one support,I am satisfied with the available options.,Habit-Driven and Resistant,1.0438
R01664,45-59,Male,West,Undergraduate,Employed,Lower-middle,7,109.32,1,59,,2,1,2,1,2,2,2,3,3,4,5,5,3,5,No,No,No,No,Community organisation,Group support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,1.2706
R01665,60+,Male,West,Secondary,Employed,Lower-middle,3,96.05,3,40,3,4,5,4,4,3,4,4,3,4,2,1,4,1,1,Yes,Yes,Yes,No,Search engine,No support,Cost is the main issue for me.,Engaged and Confident,0.993
R01666,60+,Female,East,Secondary,Employed,Lower-middle,5,134.81,1,57,3,4,2,3,3,3,3,4,5,4,5,2,3,3,2,No,Yes,No,Yes,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,0.9493
R01667,45-59,Female,South,Undergraduate,Employed,Upper-middle,5,112.68,1,59,4,3,1,2,4,3,3,3,3,3,3,4,5,4,5,No,No,No,Yes,Social media,No support,I am satisfied with the available options.,Habit-Driven and Resistant,1.0065
R01668,30-44,Male,South,Undergraduate,Employed,Upper-middle,5,124.6,3,60,4,4,4,5,5,4,4,3,4,3,3,2,2,3,2,No,Yes,Yes,No,Community organisation,Group support,Clearer information would help.,Engaged and Confident,0.9753
R01669,45-59,Female,East,Postgraduate,Employed,Low,2,129.77,1,66,3,3,3,3,4,4,5,4,3,3,3,2,3,4,4,Yes,Yes,No,Yes,Email,Self-guided tools,I need more confidence before taking action.,Interested but Uncertain,1.016
R01670,60+,Male,West,Undergraduate,Self-employed,Low,3,104.33,2,17,3,,2,2,4,3,4,4,3,3,2,2,3,4,4,Yes,Yes,No,Yes,,Digital coaching,,Interested but Uncertain,1.2106
R01671,30-44,Female,Central,Postgraduate,Retired,Upper-middle,3,46.69,1,44,4,2,4,3,3,5,3,,1,4,1,1,2,3,1,Yes,Yes,No,No,Social media,Digital coaching,Clearer information would help.,Engaged and Confident,1.0652
R01672,30-44,Female,Central,Vocational,Self-employed,Low,6,132.59,2,43,4,3,3,2,2,5,2,1,2,2,4,4,5,5,4,Yes,Yes,No,No,Friends or family,Self-guided tools,Clearer information would help.,Habit-Driven and Resistant,0.8439
R01673,30-44,Male,East,,Employed,Lower-middle,3,54.16,3,60,4,3,5,5,4,3,5,5,4,5,1,2,4,2,1,Yes,Yes,Yes,No,Healthcare professional,One-to-one support,I need more confidence before taking action.,Ready for Change,0.7962
R01674,45-59,Male,West,Postgraduate,Retired,Lower-middle,4,100.27,1,71,5,4,4,3,4,4,4,4,5,4,2,3,3,2,1,Yes,Yes,Yes,Yes,Email,Self-guided tools,I prefer flexible support that fits my routine.,Ready for Change,0.9017
R01675,45-59,Female,North,Secondary,Employed,Upper-middle,4,91.19,2,55,3,3,4,4,4,4,3,3,3,1,3,3,3,1,2,Yes,Yes,No,No,Friends or family,No support,I prefer flexible support that fits my routine.,Engaged and Confident,1.0527
R01676,30-44,Female,,Vocational,Student,High,4,136.23,1,24,1,3,2,3,4,3,,5,2,5,5,1,4,3,3,Yes,Yes,No,,Email,Group support,I prefer flexible support that fits my routine.,Interested but Uncertain,1.023
R01677,30-44,Male,West,Secondary,Retired,High,5,119.91,2,41,4,1,2,4,3,2,4,5,3,4,4,2,,3,2,Yes,Yes,Yes,No,Search engine,Group support,Cost is the main issue for me.,Interested but Uncertain,1.0104
R01678,60+,Male,South,Postgraduate,Employed,Lower-middle,4,72.91,1,61,4,5,4,4,5,3,5,5,5,4,2,1,4,2,2,No,Yes,Yes,No,Social media,Group support,I need more confidence before taking action.,Ready for Change,1.1378
R01679,30-44,Male,North,Postgraduate,Employed,Upper-middle,4,112.81,0,54,3,1,3,1,3,3,2,2,1,3,4,3,4,4,5,Yes,No,No,No,Healthcare professional,Digital coaching,Cost is the main issue for me.,Habit-Driven and Resistant,0.7694
R01680,18-29,Female,East,Undergraduate,Student,Upper-middle,6,90.59,0,29,2,3,3,2,4,4,1,3,1,4,4,4,5,4,4,No,No,No,No,Search engine,One-to-one support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.9178
R01681,30-44,Female,East,Undergraduate,Self-employed,Upper-middle,4,71.65,2,44,3,4,5,3,3,4,4,3,2,4,,1,3,1,1,Yes,No,Yes,Yes,Friends or family,Self-guided tools,I prefer flexible support that fits my routine.,Engaged and Confident,1.2322
R01682,45-59,Male,East,Postgraduate,Retired,Low,3,98.17,2,34,2,3,4,4,4,2,4,2,3,4,3,3,3,5,1,No,Yes,No,No,,Digital coaching,Clearer information would help.,Interested but Uncertain,0.968
R01683,30-44,Male,West,Vocational,Employed,Lower-middle,4,95.97,2,41,3,3,4,3,3,4,3,2,4,2,3,4,3,2,2,No,Yes,No,Yes,Search engine,Digital coaching,Clearer information would help.,Engaged and Confident,0.8633
R01684,18-29,Male,South,Undergraduate,Employed,Upper-middle,4,86.75,,61,3,4,3,5,2,,4,3,4,4,2,2,4,4,4,No,Yes,No,No,Email,No support,Personal advice would be useful.,Interested but Uncertain,0.9357
R01685,18-29,Female,East,Secondary,Self-employed,,6,120.18,1,55,4,,3,3,4,4,4,4,2,2,3,1,2,4,3,,Yes,Yes,No,Community organisation,Digital coaching,Cost is the main issue for me.,Interested but Uncertain,1.0803
R01686,60+,Male,South,Secondary,Employed,Low,6,141.02,2,36,2,3,3,2,1,3,3,1,2,2,5,3,5,4,5,No,No,Yes,No,Search engine,One-to-one support,Digital tools are convenient.,Habit-Driven and Resistant,0.976
R01687,18-29,Female,East,Vocational,Employed,Low,5,91.34,1,66,4,3,1,3,3,4,4,,3,3,2,3,3,3,3,Yes,Yes,No,Yes,Social media,Self-guided tools,I am satisfied with the available options.,Interested but Uncertain,0.8774
R01688,,Male,North,Undergraduate,Employed,High,5,131.77,2,45,3,2,2,2,3,3,1,2,1,1,5,3,5,4,5,No,Yes,Yes,No,Community organisation,Group support,Cost is the main issue for me.,Habit-Driven and Resistant,1.0407
R01689,60+,Female,South,Undergraduate,Self-employed,High,6,114.17,1,76,4,3,2,2,4,4,4,4,4,5,2,1,3,,2,Yes,Yes,No,Yes,Social media,One-to-one support,Clearer information would help.,Interested but Uncertain,1.1302
R01690,60+,Male,Central,Undergraduate,Employed,Upper-middle,4,98.59,3,56,5,3,5,4,5,3,3,3,3,5,2,,3,2,1,Yes,Yes,No,Yes,Healthcare professional,,I am satisfied with the available options.,Engaged and Confident,1.1246
R01691,30-44,Male,West,Secondary,Self-employed,Upper-middle,3,,0,58,2,4,3,2,3,3,5,3,,4,4,3,3,4,2,No,No,No,Yes,Email,Digital coaching,I am satisfied with the available options.,Interested but Uncertain,0.9955
R01692,18-29,Male,North,Secondary,Employed,Low,4,116.82,1,51,2,4,3,4,5,3,5,5,2,4,1,1,3,2,1,Yes,No,Yes,Yes,Community organisation,No support,I prefer flexible support that fits my routine.,Ready for Change,1.1111
R01693,60+,Male,Central,Undergraduate,Retired,Low,2,85.12,1,60,5,5,3,4,5,3,3,5,5,5,2,1,4,2,2,Yes,Yes,Yes,No,Social media,One-to-one support,,Ready for Change,0.8725
R01694,18-29,Female,South,Postgraduate,Unemployed,High,3,65.12,2,,3,4,5,4,4,3,,3,4,4,2,1,,1,1,Yes,No,No,No,Email,Self-guided tools,Cost is the main issue for me.,Engaged and Confident,0.8927
R01695,30-44,Female,East,Secondary,Employed,Lower-middle,4,75.22,3,64,3,3,5,3,4,2,4,3,4,3,,3,2,3,1,Yes,Yes,Yes,No,Social media,Group support,Digital tools are convenient.,Engaged and Confident,0.65
R01696,45-59,Male,South,Vocational,Employed,High,5,85.12,4,40,4,3,4,4,4,5,3,3,3,3,2,2,3,2,2,Yes,Yes,Yes,No,Social media,Digital coaching,Digital tools are convenient.,Engaged and Confident,
R01697,45-59,Prefer not to say,West,Undergraduate,Student,Lower-middle,2,46.04,1,68,,4,4,4,5,4,4,3,5,3,2,2,3,1,2,Yes,No,Yes,Yes,Healthcare professional,No support,I prefer flexible support that fits my routine.,Engaged and Confident,0.9265
R01698,30-44,Female,South,Secondary,Retired,,4,,2,69,3,3,5,5,5,4,5,3,5,4,1,1,3,2,1,Yes,Yes,Yes,No,Friends or family,No support,Clearer information would help.,Ready for Change,0.7515
R01699,18-29,Female,West,Postgraduate,Employed,Low,6,110.18,3,6,1,3,3,3,2,3,3,3,2,3,3,4,5,2,4,No,Yes,No,No,Search engine,,,Habit-Driven and Resistant,1.0495
R01700,18-29,Female,South,Vocational,Employed,Low,7,,1,28,2,3,2,1,3,3,2,1,1,2,3,,5,5,5,,No,No,No,Social media,No support,Cost is the main issue for me.,Habit-Driven and Resistant,0.964
R01701,60+,Female,East,Vocational,Employed,Prefer not to say,5,118.19,2,21,2,3,3,2,4,,2,1,2,2,4,5,4,4,3,Yes,Yes,No,No,Social media,Self-guided tools,Digital tools are convenient.,Habit-Driven and Resistant,
R01702,18-29,Female,East,Vocational,Self-employed,High,4,121.89,2,4,3,3,3,3,4,4,5,5,4,4,3,4,1,3,4,Yes,Yes,No,Yes,Healthcare professional,Digital coaching,Personal advice would be useful.,Interested but Uncertain,0.9626
R01703,18-29,Female,West,Secondary,Employed,Lower-middle,7,76.67,3,,2,4,3,4,3,,4,4,2,1,2,2,4,5,3,Yes,Yes,Yes,Yes,Search engine,One-to-one support,Cost is the main issue for me.,Interested but Uncertain,1.2276
R01704,45-59,Female,North,Vocational,Self-employed,High,4,36.52,1,41,1,3,2,5,4,3,4,2,4,3,2,2,4,4,2,Yes,No,No,No,Friends or family,Self-guided tools,,Interested but Uncertain,0.9103
R01705,45-59,Male,North,Postgraduate,Self-employed,Lower-middle,5,97.94,0,77,5,4,3,4,4,3,4,4,3,5,3,3,3,3,2,Yes,No,Yes,Yes,Social media,One-to-one support,Digital tools are convenient.,Interested but Uncertain,1.1017
R01706,18-29,Male,East,Postgraduate,Self-employed,Low,2,71.26,2,63,4,4,4,4,4,3,4,2,2,3,3,2,4,2,1,Yes,No,Yes,No,Email,Digital coaching,I prefer flexible support that fits my routine.,Engaged and Confident,1.1905
R01707,30-44,Male,South,Undergraduate,Retired,,4,128.16,0,63,2,3,2,3,4,2,4,5,4,4,3,1,3,3,3,Yes,Yes,No,No,Social media,Group support,Clearer information would help.,Interested but Uncertain,1.0516
R01708,18-29,Male,South,Vocational,Self-employed,Lower-middle,6,82.23,6,63,3,4,3,,4,4,5,3,1,3,2,3,3,3,4,No,Yes,Yes,No,Community organisation,One-to-one support,Digital tools are convenient.,Interested but Uncertain,0.9145
R01709,60+,Female,West,Secondary,Self-employed,Lower-middle,5,89.21,1,10,3,4,3,4,5,4,3,3,5,5,2,3,4,4,3,No,Yes,No,Yes,Search engine,Group support,Cost is the main issue for me.,Interested but Uncertain,1.0444
R01710,30-44,Female,West,Postgraduate,Employed,Prefer not to say,4,58.73,1,50,4,5,4,4,3,3,5,4,5,5,2,1,2,2,1,Yes,Yes,No,Yes,Search engine,Self-guided tools,I need more confidence before taking action.,Ready for Change,1.0187
R01711,45-59,Female,North,Vocational,Unemployed,Upper-middle,2,56.98,4,45,4,,5,5,5,4,5,5,5,4,2,2,3,2,2,Yes,Yes,Yes,Yes,Healthcare professional,Self-guided tools,Personal advice would be useful.,Ready for Change,1.0119
